Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS05250	0.37430	0.57547	-0.45874	0.44684	-0.08444	0.88014	sulfurtransferase complex subunit TusD	Inorganic ion transport and metabolism
sps_RS05255	0.71361	0.17953	0.69093	0.17953	1.40454	0.00086	sulfurtransferase complex subunit TusC	Inorganic ion transport and metabolism
sps_RS05260	0.20879	0.77980	0.16210	0.82303	0.37090	0.48211	sulfurtransferase complex subunit TusB	Inorganic ion transport and metabolism
sps_RS05265	1.34279	0.00275	-0.61343	0.25771	0.72936	0.12031	TusE/DsrC/DsvC family sulfur relay protein	Inorganic ion transport and metabolism
sps_RS05270	1.12837	0.00147	-0.46590	0.28705	0.66247	0.06943	serine--tRNA ligase	Translation
sps_RS05275	-0.14630	0.94065	-1.47304	0.26164	-1.61934	0.15206	fluoride efflux transporter CrcB	Cell cycle control and mitosis
sps_RS05280	1.09437	0.02835	0.22343	0.74498	1.31780	0.00380	replication-associated recombination protein A	Replication and repair
sps_RS05285	0.88631	0.01682	0.03117	0.95505	0.91748	0.00841	outer membrane lipoprotein carrier protein LolA	Cell wall/membrane/envelop biogenesis
sps_RS05290	0.95561	0.00128	0.19450	0.63882	1.15011	0.00004	DUF87 domain-containing protein	Cell cycle control and mitosis
sps_RS05295	0.22348	0.92874	-1.67621	0.31896	-1.45274	0.32381	leucine-responsive transcriptional regulator Lrp	Transcription
sps_RS05300	-1.11206	0.21292	-0.59996	0.54758	-1.71202	0.02086	alanine dehydrogenase	Amino Acid metabolis and transport
sps_RS05305	-0.43388	0.47303	-0.28577	0.64679	-0.71966	0.11978	thioredoxin-disulfide reductase	Post-translational modification, protein turnover, chaperone functions
sps_RS05310	1.06771	0.11902	-0.69738	0.35284	0.37034	0.58567	50S ribosomal protein L20	Translation
sps_RS05315	1.19679	0.28022	-0.94364	0.41142	0.25315	0.81464	50S ribosomal protein L35	Translation
sps_RS05320	1.33879	0.00361	-0.73248	0.17292	0.60631	0.21107	translation initiation factor IF-3	Translation
sps_RS05325	0.50339	0.21700	-0.12002	0.81544	0.38337	0.29662	threonine--tRNA ligase	Translation
sps_RS05330	-0.50360	0.61751	1.31349	0.09177	0.80989	0.22491	hypothetical protein	NA
sps_RS05335	-1.04403	0.01491	-0.79787	0.09663	-1.84191	0.00000	KR domain-containing protein	Lipid metabolism
sps_RS05340	0.35991	0.54263	-0.40045	0.47507	-0.04054	0.93785	CPXCG motif-containing cysteine-rich protein	Function Unknown
sps_RS05345	-0.41194	0.57298	0.17595	0.82057	-0.23599	0.68590	riboflavin synthase subunit alpha	Coenzyme metabolism
sps_RS05350	-0.21598	0.51588	0.44481	0.10842	0.22883	0.36734	MATE family efflux transporter	Function Unknown
sps_RS05355	1.08596	0.22312	-1.28716	0.13604	-0.20120	0.82307	tRNA-Val	NA
sps_RS05360	0.77864	0.31794	-0.33037	0.71410	0.44827	0.52558	tRNA-Val	NA
sps_RS05365	0.96254	0.36813	0.44837	0.70545	1.41091	0.09704	tRNA-Met	NA
sps_RS05370	0.92956	0.20015	-0.08757	0.92754	0.84199	0.19219	tRNA-Met	NA
sps_RS05375	0.19194	0.88250	-0.79599	0.45014	-0.60405	0.50066	tRNA-Val	NA
sps_RS05380	-1.35810	0.00238	0.01159	0.98870	-1.34651	0.00175	malate dehydrogenase	Energy production and conversion
sps_RS05385	-1.68586	0.00802	-0.41116	0.63631	-2.09702	0.00039	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS05390	-0.40898	0.37369	-0.04444	0.93732	-0.45342	0.23145	alanine--glyoxylate aminotransferase family protein	Amino Acid metabolis and transport
sps_RS05395	-0.63769	0.28344	1.07034	0.04713	0.43265	0.39261	NCS2 family permease	Function Unknown
sps_RS05400	-1.42296	0.00218	0.49480	0.42211	-0.92815	0.04188	heme-binding protein	Function Unknown
sps_RS05405	-0.67150	0.10795	0.87649	0.03268	0.20498	0.61581	IclR family transcriptional regulator	Transcription
sps_RS05410	-2.25130	0.00000	0.33753	0.61490	-1.91376	0.00000	serine dehydratase	Amino Acid metabolis and transport
sps_RS05415	-2.18810	0.00000	0.47106	0.33958	-1.71704	0.00000	DSD1 family PLP-dependent enzyme	Amino Acid metabolis and transport
sps_RS05420	-0.96366	0.06937	0.42121	0.51169	-0.54246	0.29007	ornithine cyclodeaminase	Amino Acid metabolis and transport
sps_RS05425	-0.26146	0.69744	0.06885	0.92244	-0.19261	0.70991	IS4 family transposase	Replication and repair
sps_RS05430	-2.04102	0.00000	-0.17914	0.79747	-2.22016	0.00000	YtoQ family protein	Function Unknown
sps_RS05435	-1.16917	0.03806	1.02657	0.09309	-0.14259	0.81200	urea transporter	Amino Acid metabolis and transport
sps_RS05440	-0.40143	0.64949	0.15261	0.86669	-0.24882	0.71788	TetR/AcrR family transcriptional regulator	Transcription
sps_RS05445	-0.18017	0.65258	-0.21327	0.56225	-0.39344	0.16668	hypothetical protein	Function Unknown
sps_RS05450	-0.14835	0.83493	-0.72439	0.16337	-0.87274	0.05043	guanine deaminase	Nucleotide metabolism and transport
sps_RS05455	0.05352	0.95227	-1.22165	0.02690	-1.16813	0.01823	ureidoglycolate lyase	Nucleotide metabolism and transport
sps_RS05460	-0.23349	0.74139	-1.64867	0.00258	-1.88216	0.00010	hydroxyisourate hydrolase	Nucleotide metabolism and transport
sps_RS05465	-0.05079	0.92510	-0.41660	0.26547	-0.46739	0.13851	OHCU decarboxylase	Nucleotide metabolism and transport
sps_RS05470	-0.31012	0.69173	-0.11808	0.88309	-0.42820	0.45512	allantoicase	Nucleotide metabolism and transport
sps_RS05475	0.00667	0.99443	-0.33565	0.64758	-0.32899	0.57526	xanthine dehydrogenase accessory protein XdhC	Post-translational modification, protein turnover, chaperone functions
sps_RS05480	0.58673	0.27270	-0.72017	0.15877	-0.13344	0.79694	xanthine dehydrogenase molybdopterin binding subunit	Nucleotide metabolism and transport
sps_RS05485	-0.06607	0.93429	-0.13197	0.83823	-0.19805	0.69133	xanthine dehydrogenase small subunit	Nucleotide metabolism and transport
sps_RS05490	-0.35973	0.35509	-0.05445	0.90778	-0.41418	0.19624	GNAT family N-acetyltransferase	Energy production and conversion
sps_RS05495	-1.92076	0.00019	-0.45119	0.52364	-2.37195	0.00000	GGDEF domain-containing protein	Signal Transduction
sps_RS05500	0.84871	0.11533	-0.43944	0.47895	0.40926	0.43303	phosphoethanolamine--lipid A transferase	Function Unknown
sps_RS05505	0.95920	0.01852	-0.35891	0.48007	0.60029	0.14212	MarR family transcriptional regulator	Transcription
sps_RS05510	0.92454	0.00875	-1.00271	0.00600	-0.07817	0.84944	cation transporter	Inorganic ion transport and metabolism
sps_RS05515	-1.79253	0.00000	0.10616	0.77975	-1.68637	0.00000	gfo/Idh/MocA family oxidoreductase	Function Unknown
sps_RS05520	-0.09328	0.90931	-1.15944	0.02339	-1.25272	0.00613	keto-deoxy-phosphogluconate aldolase	Carbohydrate metabolism and transport
sps_RS05525	0.08032	0.93006	-1.51048	0.00410	-1.43016	0.00315	phosphogluconate dehydratase	Carbohydrate metabolism and transport
sps_RS05530	0.22317	0.83560	-1.63179	0.02594	-1.40862	0.03510	6-phosphogluconolactonase	Carbohydrate metabolism and transport
sps_RS05535	0.22163	0.83560	-1.86941	0.00849	-1.64778	0.01212	glucose-6-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS05540	1.24312	0.00709	-1.40472	0.00312	-0.16160	0.76292	MurR/RpiR family transcriptional regulator	Transcription
sps_RS05545	0.65176	0.32688	-2.30216	0.00001	-1.65040	0.00105	pyruvate kinase	Carbohydrate metabolism and transport
sps_RS05550	0.44160	0.38660	0.15530	0.79026	0.59690	0.14756	acyl-CoA dehydrogenase	Lipid metabolism
sps_RS05555	0.21199	0.57653	-0.41804	0.17965	-0.20605	0.48240	TetR/AcrR family transcriptional regulator	Transcription
sps_RS05560	0.04616	0.93535	1.02161	0.00147	1.06777	0.00024	peptidase M2 family protein	Function Unknown
sps_RS05565	-0.18371	0.87564	-0.40867	0.68707	-0.59238	0.44731	DUF4440 domain-containing protein	Function Unknown
sps_RS05570	0.11374	0.88197	0.15802	0.82049	0.27176	0.59770	hypothetical protein	Function Unknown
sps_RS05575	1.37026	0.00086	0.10748	0.86330	1.47774	0.00016	PAS domain S-box protein	Signal Transduction
sps_RS05580	0.53724	0.39617	-1.45095	0.00562	-0.91372	0.07091	DUF406 domain-containing protein	Function Unknown
sps_RS05585	1.21437	0.00457	-0.16215	0.79435	1.05222	0.01214	hypothetical protein	Function Unknown
sps_RS05590	-0.44908	0.84370	0.53544	0.80347	0.08636	0.96051	tRNA-Tyr	NA
sps_RS05595	-0.26385	0.83560	-0.80788	0.44313	-1.07173	0.20947	tRNA-Tyr	NA
sps_RS05600	0.00489	0.99742	-1.32745	0.11763	-1.32256	0.07785	tRNA-Tyr	NA
sps_RS05605	-0.12627	0.89568	-0.76186	0.28099	-0.88813	0.13743	tRNA-Tyr	NA
sps_RS05610	-1.26120	0.00047	-0.66169	0.12259	-1.92290	0.00000	PLP-dependent cysteine synthase family protein	Amino Acid metabolis and transport
sps_RS05615	-0.49827	0.36959	-0.36500	0.52466	-0.86327	0.04761	7-carboxy-7-deazaguanine synthase QueE	Coenzyme metabolism
sps_RS05620	-0.08317	0.89568	-0.94777	0.01941	-1.03094	0.00425	7-cyano-7-deazaguanine synthase QueC	Function Unknown
sps_RS05625	0.75806	0.16461	0.03419	0.96409	0.79225	0.10078	rhombosortase	Function Unknown
sps_RS05630	0.30139	0.30523	-0.02561	0.94454	0.27578	0.27419	excinuclease ABC subunit UvrB	Replication and repair
sps_RS05635	0.27202	0.87103	-1.64168	0.17876	-1.36966	0.21195	tRNA-Asn	NA
sps_RS05640	0.77039	0.54393	-1.47420	0.16247	-0.70382	0.48227	tRNA-Asn	NA
sps_RS05645	0.39247	0.73456	-0.94810	0.30952	-0.55563	0.50995	tRNA-Asn	NA
sps_RS05650	0.46792	0.67054	-1.24632	0.16475	-0.77840	0.34756	tRNA-Asn	NA
sps_RS05655	0.29410	0.81506	-1.05069	0.29144	-0.75660	0.38806	tRNA-Asn	NA
sps_RS05660	0.58486	0.59013	-0.95217	0.30952	-0.36731	0.67583	tRNA-Asn	NA
sps_RS05665	0.11734	0.92064	0.27999	0.76817	0.39733	0.58239	GGDEF domain-containing protein	Signal Transduction
sps_RS05670	0.70182	0.24882	0.00005	1.00000	0.70187	0.18549	electron transport complex subunit RsxA	Energy production and conversion
sps_RS05685	1.59737	0.00018	0.84006	0.09209	2.43743	0.00000	electron transport complex subunit RsxD	Energy production and conversion
sps_RS09300	1.05401	0.17860	2.37387	0.00039	3.42788	0.00000	cystathionine beta-synthase	Energy production and conversion
sps_RS09310	0.54658	0.51558	1.73088	0.00637	2.27746	0.00005	cytochrome C	Energy production and conversion
sps_RS05690	1.26898	0.00157	-0.12231	0.83823	1.14667	0.00341	electron transport complex subunit RsxG	Energy production and conversion
sps_RS05695	0.84102	0.03312	0.48899	0.27425	1.33001	0.00012	electron transport complex subunit RsxE	Energy production and conversion
sps_RS05700	0.96202	0.03994	-0.07227	0.91413	0.88975	0.04172	endonuclease III	Replication and repair
sps_RS05705	-0.03403	0.97033	0.93309	0.08306	0.89906	0.05186	lactoylglutathione lyase	Amino Acid metabolis and transport
sps_RS05710	-0.29369	0.74823	-0.42388	0.60277	-0.71757	0.25792	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS05715	0.78732	0.28022	-0.55601	0.47495	0.23130	0.74087	hypothetical protein	NA
sps_RS05720	-0.08871	0.92997	-0.19041	0.82054	-0.27912	0.66002	hypothetical protein	Function Unknown
sps_RS05725	0.41759	0.46460	1.49506	0.00020	1.91265	0.00000	hypothetical protein	Function Unknown
sps_RS17495	0.08444	0.95744	2.80275	0.00091	2.88719	0.00018	NADH-quinone oxidoreductase subunit NuoC/D	Energy production and conversion
sps_RS05735	0.47639	0.57068	0.80477	0.23927	1.28116	0.02237	hypothetical protein	NA
sps_RS05740	0.63078	0.17197	0.13141	0.82468	0.76218	0.05595	Holliday junction branch migration DNA helicase RuvB	Replication and repair
sps_RS05745	0.68566	0.13715	0.34612	0.50961	1.03178	0.00843	Holliday junction branch migration protein RuvA	Replication and repair
sps_RS05750	0.76449	0.00121	0.10476	0.76376	0.86925	0.00010	crossover junction endodeoxyribonuclease RuvC	Replication and repair
sps_RS05755	0.04472	0.94799	-0.23133	0.65525	-0.18662	0.65885	YebC/PmpR family DNA-binding transcriptional regulator	Transcription
sps_RS05760	0.26669	0.66087	-0.10421	0.86511	0.16249	0.73499	aspartate--tRNA ligase	Translation
sps_RS05765	0.22923	0.71174	1.32022	0.00161	1.54944	0.00004	deoxyguanosine kinase	Signal Transduction
sps_RS05770	0.60357	0.20251	0.06904	0.91083	0.67260	0.10163	carboxy-S-adenosyl-L-methionine synthase CmoA	Secondary Structure
sps_RS05775	1.07581	0.03625	-0.50040	0.41351	0.57541	0.26193	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	Secondary Structure
sps_RS05780	0.72728	0.02023	-0.09308	0.83568	0.63421	0.03327	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05785	1.49946	0.00000	-0.06104	0.88916	1.43842	0.00000	gonadoliberin III	Function Unknown
sps_RS05790	1.44879	0.00022	0.33895	0.52135	1.78774	0.00000	alpha-L-glutamate ligase-like protein	Function Unknown
sps_RS05795	0.68835	0.02671	0.42643	0.21672	1.11478	0.00004	hypothetical protein	NA
sps_RS05800	0.10418	0.82082	-0.60428	0.06652	-0.50010	0.09239	DUF3541 domain-containing protein	Function Unknown
sps_RS05805	0.75696	0.01273	0.37198	0.29640	1.12894	0.00003	LysR family transcriptional regulator	Transcription
sps_RS05810	0.31455	0.57892	0.53876	0.25723	0.85331	0.02875	hypothetical protein	Function Unknown
sps_RS05815	-0.00290	0.99848	1.86512	0.03630	1.86222	0.01903	chemotaxis protein	NA
sps_RS05820	-0.62672	0.18463	-0.17219	0.78139	-0.79890	0.04997	2-iminoacetate synthase ThiH	Coenzyme metabolism
sps_RS05825	-1.28501	0.01036	0.42920	0.50984	-0.85581	0.08421	thiazole synthase	Coenzyme metabolism
sps_RS05830	-1.73138	0.00120	-1.36680	0.08054	-3.09818	0.00000	thiamine biosynthesis protein ThiS	Coenzyme metabolism
sps_RS05835	-0.56511	0.43425	0.09751	0.91083	-0.46760	0.42740	HesA/MoeB/ThiF family protein	Coenzyme metabolism
sps_RS05840	-1.13130	0.06747	1.00531	0.12121	-0.12599	0.84938	thiamine phosphate synthase	Coenzyme metabolism
sps_RS05845	-0.82333	0.00579	0.47316	0.17336	-0.35018	0.26310	phosphomethylpyrimidine synthase ThiC	Coenzyme metabolism
sps_RS05850	-0.09465	0.94395	-0.43999	0.68199	-0.53464	0.51831	hypothetical protein	NA
sps_RS05855	-0.33936	0.73856	-0.50968	0.57526	-0.84905	0.23193	hemolysin III family protein	Function Unknown
sps_RS05860	-0.03714	0.95486	0.02047	0.97254	-0.01667	0.96788	DTW domain-containing protein	Function Unknown
sps_RS05865	-0.00950	0.99224	-0.07959	0.92851	-0.08909	0.89607	HAMP domain-containing protein	Signal Transduction
sps_RS05870	-0.11019	0.88905	0.21441	0.75443	0.10422	0.84931	peptide deformylase	Translation
sps_RS05875	-0.33513	0.56998	0.85889	0.06305	0.52376	0.21410	MFS transporter	Amino Acid metabolis and transport
sps_RS05880	-0.37798	0.37443	-0.37825	0.37222	-0.75623	0.02210	cysteine methyltransferase	Replication and repair
sps_RS05885	-0.08153	0.85672	0.30737	0.38144	0.22584	0.45623	DUF3108 domain-containing protein	Function Unknown
sps_RS05890	-0.18959	0.67209	0.22371	0.58610	0.03413	0.92659	class II glutamine amidotransferase	Function Unknown
sps_RS05895	-0.83283	0.19220	0.36781	0.62098	-0.46502	0.43222	acyl-CoA dehydrogenase	Lipid metabolism
sps_RS05900	0.84811	0.01705	-0.60823	0.12250	0.23988	0.53081	sodium:proton exchanger	Inorganic ion transport and metabolism
sps_RS05910	-1.90829	0.60849	4.13277	0.14834	2.22448	0.27788	tRNA-Asp	NA
sps_RS17505	0.13754	0.94722	3.74585	0.00074	3.88339	0.00012	NADH oxidoreductase (quinone) subunit F	Energy production and conversion
sps_RS05920	0.83310	0.09473	-0.63563	0.23548	0.19747	0.70249	TIGR03503 family protein	Function Unknown
sps_RS05925	0.35915	0.62274	-0.64542	0.29208	-0.28627	0.61597	DNA polymerase III subunit epsilon	Replication and repair
sps_RS05930	0.98027	0.00706	0.13387	0.79956	1.11415	0.00109	ribonuclease HI	Replication and repair
sps_RS05935	0.44972	0.52336	0.17246	0.82134	0.62218	0.24711	LysR family transcriptional regulator	Transcription
sps_RS05940	-0.07155	0.92242	-0.54338	0.26848	-0.61493	0.14569	methyltransferase domain-containing protein	Secondary Structure
sps_RS05945	-0.34589	0.37085	-0.60526	0.08049	-0.95115	0.00099	hydroxyacylglutathione hydrolase	Energy production and conversion
sps_RS05950	0.99201	0.01011	0.19233	0.72217	1.18434	0.00095	LysM peptidoglycan-binding domain-containing protein	Cell wall/membrane/envelop biogenesis
sps_RS05955	-0.37651	0.71109	-0.90589	0.26680	-1.28240	0.05953	proteinase inhibitor	NA
sps_RS05960	-0.51359	0.51312	-0.23311	0.78179	-0.74669	0.21243	AsmA family protein	Cell wall/membrane/envelop biogenesis
sps_RS05965	-1.05582	0.18241	-0.52687	0.58279	-1.58269	0.01974	ribonuclease E inhibitor RraA	Transcription
sps_RS05970	-4.37566	0.11801	0.93682	0.82134	-3.43884	0.12690	hypothetical protein	Function Unknown
sps_RS05975	-0.72452	0.13715	0.97009	0.04036	0.24557	0.60400	methyl-accepting chemotaxis protein	Signal Transduction
sps_RS05980	-0.43805	0.56945	0.49165	0.48549	0.05359	0.93319	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	Energy production and conversion
sps_RS05985	-0.72930	0.04955	-0.38240	0.38544	-1.11170	0.00071	protein-methionine-sulfoxide reductase catalytic subunit MsrP	Function Unknown
sps_RS05990	-0.11017	0.90905	-0.09431	0.91135	-0.20448	0.75106	DNA recombination protein RmuC	Function Unknown
sps_RS05995	0.46286	0.39204	0.19423	0.74932	0.65709	0.12881	lytic transglycosylase	Cell wall/membrane/envelop biogenesis
sps_RS06000	-0.37832	0.76782	-0.90724	0.39532	-1.28556	0.14360	EAL domain-containing protein	Signal Transduction
sps_RS06005	-0.19007	0.84458	1.78661	0.00469	1.59654	0.00618	MoxR family ATPase	Function Unknown
sps_RS06010	0.51752	0.38039	0.95145	0.05681	1.46898	0.00049	DUF58 domain-containing protein	Function Unknown
sps_RS06015	-0.15204	0.77591	0.59112	0.13979	0.43909	0.22033	DUF3488 domain-containing protein	Amino Acid metabolis and transport
sps_RS06020	0.24433	0.84928	-0.42494	0.71633	-0.18061	0.85040	DUF4440 domain-containing protein	Function Unknown
sps_RS06025	0.23793	0.67801	-0.27768	0.60758	-0.03974	0.93263	hypothetical protein	Inorganic ion transport and metabolism
sps_RS06030	0.89001	0.21925	-0.81842	0.27284	0.07159	0.92470	copper resistance protein CopC	Inorganic ion transport and metabolism
sps_RS06035	1.12441	0.21234	-1.44621	0.11687	-0.32180	0.73786	copper resistance protein B	Inorganic ion transport and metabolism
sps_RS06040	2.35908	0.00000	-1.86485	0.00000	0.49423	0.25984	copper resistance system multicopper oxidase	Secondary Structure
sps_RS06045	0.15563	0.79779	0.34531	0.48778	0.50094	0.21441	hypothetical protein	Function Unknown
sps_RS06050	0.36438	0.50208	0.47274	0.32785	0.83711	0.03097	peptidase M23	Cell wall/membrane/envelop biogenesis
sps_RS06055	0.73680	0.61584	-0.52112	0.72217	0.21568	0.85956	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS06060	0.92099	0.08807	0.73339	0.20081	1.65439	0.00029	exodeoxyribonuclease V subunit gamma	Replication and repair
sps_RS17510	-0.11232	0.92760	2.26995	0.00097	2.15763	0.00066	NADH dehydrogenase (quinone) subunit G	Energy production and conversion
sps_RS17520	0.75693	0.61539	3.07731	0.00257	3.83424	0.00003	NADH-quinone oxidoreductase subunit NuoI	Energy production and conversion
sps_RS19850	0.79478	0.32393	2.09646	0.00130	2.89124	0.00000	hypothetical protein	Energy production and conversion
